ID,Entity,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,MainSentiment,Emotion,Cleaned_Text,Sentiment_Score,Sentiment_Predicted
404,Microsoft,Rejuvenated by the salty breeze and the sound of waves at the seaside. ,rejuvenation,20-09-2021 14:30, SeaBreezeLover ,Twitter, #Rejuvenation #SeasideEscape            ,18,35, Spain           ,2021,9,20,14,Other,Rejuvenation,rejuvenated salty breeze sound wave seaside,0.0,Neutral
405,ApexLegends,Whispers of inspiration from the rustling leaves in a serene forest. ,inspiration,15-11-2016 11:45, ForestDreamer   ,Facebook, #Inspiration #ForestWhispers            ,28,55, Portugal        ,2016,11,15,11,Other,Inspiration,whisper inspiration rustling leaf serene forest,0.7506,Positive
406,FIFA,Savoring the warmth of a cup of cocoa on a chilly winter evening.   ,coziness,12-01-2020 18:00, WinterWarmth    ,Instagram, #Coziness #WarmWinterEvening           ,30,60, Switzerland     ,2020,1,12,18,Other,Coziness,savoring warmth cup cocoa chilly winter evening,0.4588,Positive
407,Borderlands,Heartfelt gratitude for the laughter shared during a family reunion. ,gratitude,28-12-2017 19:15, FamilyGatherer ,Facebook, #Gratitude #FamilyLaughter              ,22,45, Austria         ,2017,12,28,19,Positive,Gratitude,heartfelt gratitude laughter shared family reunion,0.9081,Positive
408,CallOfDutyBlackopsColdWar,"Embarking on a culinary odyssey, savoring flavors around the world. ",culinaryodyssey,02-03-2019 20:20, CulinaryExplorer ,Twitter, #CulinaryOdyssey #FlavorsAroundTheWorld ,35,70, Belgium         ,2019,3,2,20,Other,Culinaryodyssey,embarking culinary odyssey savoring flavor around world,0.0,Neutral
409,Amazon,Euphoria floods in as the final puzzle piece fits perfectly.       ,euphoria,08-06-2022 15:30, PuzzleSolver    ,Instagram, #Euphoria #PerfectPuzzle               ,20,40, Denmark         ,2022,6,8,15,Other,Euphoria,euphoria flood final puzzle piece fit perfectly,0.9001,Positive
410,Overwatch,Awe-struck by the grandeur of an ancient cathedral's intricate architecture. ,awe,18-08-2018 14:45, CathedralVisitor ,Facebook, #Awe #ArchitecturalGrandeur            ,18,35, Czech Republic  ,2018,8,18,14,Other,Awe,awestruck grandeur ancient cathedral intricate architecture,0.6124,Positive
411,Xbox(Xseries),Curiosity awakened by the mysteries of an ancient archaeological site. ,curiosity,08-11-2015 10:00, ArchaeologyEnthusiast ,Instagram, #Curiosity #AncientMysteries          ,18,35, Australia ,2015,11,8,10,Neutral,Curiosity,curiosity awakened mystery ancient archaeological site,0.0,Neutral
412,NBA2K,Giddy with excitement as the first snowflakes dance from the sky. ,excitement,02-12-2020 17:30, SnowfallEnthusiast ,Twitter, #Excitement #SnowfallMagic             ,22,45, Canada         ,2020,12,2,17,Positive,Excitement,giddy excitement first snowflake dance sky,0.3818,Positive
413,Dota31,Contentment envelops as the aroma of freshly baked bread fills the air. ,contentment,10-06-2017 12:15, BreadLover     ,Instagram, #Contentment #FreshBreadAroma          ,28,55, France          ,2017,6,10,12,Positive,Contentment,contentment envelops aroma freshly baked bread fill air,0.3612,Positive
414,PlayStation5(PS5),Inspired by the resilience of a lone tree standing tall in a storm. ,resilience,15-04-2021 14:20, NatureResilient ,Facebook, #Resilience #StandingTall              ,35,70, USA             ,2021,4,15,14,Other,Resilience,inspired resilience lone tree standing tall storm,0.2732,Positive
415,WorldOfCraft,"Lost in the pages of a captivating novel, transported to another world. ",immersion,28-09-2019 19:45, Bookworm       ,Twitter, #Immersion #CaptivatingNovel           ,20,40, UK              ,2019,9,28,19,Other,Immersion,lost page captivating novel transported another world,0.0,Neutral
416,Google,Drenched in nostalgia while flipping through an old family photo album. ,nostalgia,05-12-2016 21:00, FamilyHistorian ,Instagram, #Nostalgia #FamilyPhotoAlbum           ,25,50, India          ,2016,12,5,21,Other,Nostalgia,drenched nostalgia flipping old family photo album,0.0,Neutral
417,Facebook,Spark of inspiration ignites like a shooting star in the night sky. ,spark,10-02-2018 23:30, NightSkyWatcher ,Facebook, #Spark #InspirationIgnited             ,30,60, Australia      ,2018,2,10,23,Other,Spark,spark inspiration ignites like shooting star night sky,0.7783,Positive
418,Microsoft,Imbued with gratitude for the simple pleasure of a warm cup of tea. ,gratitude,15-02-2023 8:30, TeaEnthusiast  ,Twitter, #Gratitude #WarmTea                    ,18,35, Japan           ,2023,2,15,8,Positive,Gratitude,imbued gratitude simple pleasure warm cup tea,0.836,Positive
419,ApexLegends,Marveling at the kaleidoscope of colors in a vibrant street market. ,marvel,22-08-2015 15:00, MarketExplorer ,Instagram, #Marvel #ColorfulStreetMarket          ,22,45, Brazil          ,2015,8,22,15,Other,Marvel,marveling kaleidoscope color vibrant street market,0.5267,Positive
420,FIFA,Awash with serenity as the sun sets over a tranquil lakeside retreat. ,serenity,20-11-2020 18:45, LakesideRetreater ,Facebook, #Serenity #TranquilSunset              ,28,55, Germany       ,2020,11,20,18,Positive,Serenity,awash serenity sun set tranquil lakeside retreat,0.25,Positive
421,Borderlands,Drowning in sorrow as memories of lost love resurface.            ,heartbreak,05-08-2019 21:00, LostInLove      ,Instagram, #Heartbreak #LostLove                    ,15,30, USA             ,2019,8,5,21,Other,Heartbreak,drowning sorrow memory lost love resurface,-0.128,Negative
422,CallOfDutyBlackopsColdWar,Numbness sets in as the weight of loneliness grows heavier.       ,loneliness,12-02-2021 16:45, SolitudeSeeker ,Twitter, #Loneliness #HeavyHeart                  ,18,35, Canada          ,2021,2,12,16,Negative,Loneliness,numbness set weight loneliness grows heavier,-0.5994,Negative
423,Amazon,"Tears fall like raindrops, mourning the end of a cherished friendship. ",grief,28-11-2020 14:20, FriendshipsEnd  ,Facebook, #Grief #LostFriendship                  ,22,45, UK              ,2020,11,28,14,Negative,Grief,tear fall like raindrop mourning end cherished friendship,0.7003,Positive
424,Overwatch,"Despair clouds the mind, feeling adrift in an endless sea of darkness. ",despair,15-05-2016 22:30, LostInDarkness  ,Instagram, #Despair #EndlessDarkness               ,28,55, Australia        ,2016,5,15,22,Negative,Despair,despair cloud mind feeling adrift endless sea darkness,-0.4215,Negative
425,Xbox(Xseries),"Shattered by betrayal, trust crumbles like fragile glass.          ",betrayal,10-09-2018 13:15, BrokenTrust     ,Twitter, #Betrayal #ShatteredTrust               ,22,45, Germany         ,2018,9,10,13,Other,Betrayal,shattered betrayal trust crumbles like fragile glass,-0.2732,Negative
426,NBA2K,"Aching heart, the symphony of pain plays in the silence of solitude. ",suffering,20-03-2022 19:30, SilentSufferer  ,Facebook, #Suffering #HeartacheSymphony          ,25,50, Brazil          ,2022,3,20,19,Other,Suffering,aching heart symphony pain play silence solitude,0.0258,Neutral
427,Dota32,"Emotional storm, a whirlwind of sadness engulfs every thought.    ",emotionalstorm,18-07-2017 17:45, StormyFeelings  ,Instagram, #EmotionalStorm #SadnessWhirlwind      ,30,60, India          ,2017,7,18,17,Other,Emotionalstorm,emotional storm whirlwind sadness engulfs every thought,-0.3182,Negative
428,PlayStation5(PS5),"Haunted by regrets, the ghost of the past lingers relentlessly.   ",regret,15-12-2018 10:00, LingeringGhost  ,Twitter, #Regret #HauntedPast                    ,18,35, France         ,2018,12,15,10,Negative,Regret,haunted regret ghost past lingers relentlessly,-0.802,Negative
429,WorldOfCraft,"Torn apart by grief, the echoes of loss reverberate through the soul. ",grief,28-06-2015 21:15, EchoesOfLoss    ,Facebook, #Grief #TornApart                       ,28,55, Italy         ,2015,6,28,21,Negative,Grief,torn apart grief echo loss reverberate soul,-0.7579,Negative
430,Google,"Isolation deepens, an emotional winter where warmth is but a distant memory. ",isolation,02-04-2020 14:20, WinterOfEmotions ,Instagram, #Isolation #EmotionalWinter            ,35,70, Japan       ,2020,4,2,14,Other,Isolation,isolation deepens emotional winter warmth distant memory,0.2263,Positive
431,Facebook,"Soul-crushing disappointment, hopes shattered like fragile glass. ",disappointment,08-10-2019 18:30, ShatteredHopes  ,Twitter, #Disappointment #CrushedHopes          ,20,40, Spain        ,2019,10,8,18,Other,Disappointment,soulcrushing disappointment hope shattered like fragile glass,-0.25,Negative
432,Microsoft,"Painful echoes of a love once cherished, now lost in the abyss of time. ",lostlove,22-11-2016 9:45, AbyssOfTime     ,Facebook, #LostLove #PainfulEchoes               ,22,45, Netherlands  ,2016,11,22,9,Other,Lostlove,painful echo love cherished lost abyss time,0.5106,Positive
433,ApexLegends,"Heartache deepens, a solitary journey through the abyss of despair. ",despair,18-08-2022 22:00, SolitaryDescent ,Instagram, #Despair #AbyssOfHeartache             ,40,80, South Africa ,2022,8,18,22,Negative,Despair,heartache deepens solitary journey abyss despair,-0.3182,Negative
434,FIFA,"Melancholy lingers, a bittersweet serenade in the quietude of solitude. ",melancholy,12-03-2017 23:30, SerenadeOfSolitude ,Twitter, #Melancholy #QuietSerenade             ,18,35, UK         ,2017,3,12,23,Other,Melancholy,melancholy lingers bittersweet serenade quietude solitude,-0.4939,Negative
435,Borderlands,"Bitterness like a poison, seeping into every crevice of the wounded heart. ",bitterness,15-12-2015 16:15, PoisonedHeart   ,Facebook, #Bitterness #WoundedHeart              ,25,50, Australia   ,2015,12,15,16,Negative,Bitterness,bitterness like poison seeping every crevice wounded heart,0.128,Positive
436,CallOfDutyBlackopsColdWar,"Emotional exhaustion, the weight of the world crushing weary shoulders. ",exhaustion,05-09-2021 13:30, WearySoulCrushed ,Instagram, #Exhaustion #CrushedSpirit             ,35,70, Canada     ,2021,9,5,13,Other,Exhaustion,emotional exhaustion weight world crushing weary shoulder,-0.6705,Negative
437,Amazon,"Sorrowful echoes, a symphony of pain played by the strings of loss. ",sorrow,22-05-2018 20:45, StringsOfSorrow ,Twitter, #Sorrow #SymphonyOfLoss                ,18,35, Germany     ,2018,5,22,20,Other,Sorrow,sorrowful echo symphony pain played string loss,-0.7506,Negative
438,Overwatch,"Darkness descends, engulfing the soul in the shadows of despair.  ",darkness,10-07-2016 18:20, SoulInShadow    ,Facebook, #Darkness #SoulEngulfed                 ,28,55, USA         ,2016,7,10,18,Other,Darkness,darkness descends engulfing soul shadow despair,-0.5106,Negative
439,Xbox(Xseries),"Desperation whispers, the silent plea for a glimmer of hope in the abyss. ",desperation,30-04-2019 14:00, WhisperedDespair ,Instagram, #Desperation #GlimmerOfHope            ,22,45, France    ,2019,4,30,14,Other,Desperation,desperation whisper silent plea glimmer hope abyss,-0.0258,Neutral
440,NBA2K,"Heart in ruins, the remnants of shattered dreams scattered in the wind. ",ruins,08-01-2022 11:30, DreamsInWind    ,Twitter, #Ruins #ShatteredDreams                ,20,40, Brazil     ,2022,1,8,11,Other,Ruins,heart ruin remnant shattered dream scattered wind,-0.1779,Negative
441,Dota33,"Shattered by the echoes of a shattered dream, fragments of hope scattered. ",desolation,10-09-2017 19:15, DreamEchoes ,Twitter, #Desolation #ScatteredHope ,20,40, Australia ,2017,9,10,19,Other,Desolation,shattered echo shattered dream fragment hope scattered,-0.3182,Negative
442,PlayStation5(PS5),"Avoiding the thorns of regret, walking barefoot on the path of remorse. ",regret,18-04-2022 11:30, RemorseWalker ,Instagram, #Regret #PathOfRemorse ,25,50, Canada ,2022,4,18,11,Negative,Regret,avoiding thorn regret walking barefoot path remorse,-0.743,Negative
443,WorldOfCraft,"In the labyrinth of grief, the walls echo with the footsteps of lost joy. ",grief,05-12-2018 21:45, JoyLabyrinth ,Facebook, #Grief #LostJoyFootsteps ,18,35, USA ,2018,12,5,21,Negative,Grief,labyrinth grief wall echo footstep lost joy,-0.1779,Negative
444,Google,"A soul adrift in the sea of solitude, waves of loneliness crashing relentlessly. ",loneliness,28-06-2016 14:20, SolitudeSeas ,Twitter, #Loneliness #CrashingWaves ,22,45, UK ,2016,6,28,14,Negative,Loneliness,soul adrift sea solitude wave loneliness crashing relentlessly,-0.4215,Negative
445,Facebook,"The bitterness of betrayal, a taste that lingers, staining the palate of trust. ",bitterness,22-10-2019 17:00, PalateStainer ,Instagram, #Bitterness #StainedTrust ,15,30, Germany ,2019,10,22,17,Negative,Bitterness,bitterness betrayal taste lingers staining palate trust,-0.4939,Negative
446,Microsoft,"In the ruins of hope, echoes of shattered dreams whisper tales of loss. ",desolation,15-03-2021 22:45, HopeRuins ,Facebook, #Desolation #WhisperedLoss ,28,55, Brazil ,2021,3,15,22,Other,Desolation,ruin hope echo shattered dream whisper tale loss,-0.6486,Negative
447,ApexLegends,"Sinking like a stone in the ocean of heartbreak, each ripple a sigh of despair. ",heartbreak,10-08-2017 19:30, OceanSinker ,Twitter, #Heartbreak #RippleOfDespair ,22,45, France ,2017,8,10,19,Other,Heartbreak,sinking like stone ocean heartbreak ripple sigh despair,-0.5267,Negative
448,FIFA,"Tears, the ink staining the pages of a journal, a testament to silent grief. ",grief,28-01-2023 14:30, InkJournalist ,Instagram, #Grief #SilentTears ,30,60, India ,2023,1,28,14,Negative,Grief,tear ink staining page journal testament silent grief,-0.4939,Negative
449,Borderlands,"In the wasteland of lost trust, the echoes of broken promises reverberate. ",betrayal,12-12-2016 10:00, TrustWasteland ,Facebook, #Betrayal #ReverberatingPromises ,25,50, Italy ,2016,12,12,10,Other,Betrayal,wasteland lost trust echo broken promise reverberate,0.0516,Positive
450,CallOfDutyBlackopsColdWar,"Avoiding the shards of shattered dreams, walking the tightrope of resilience. ",resilience,18-07-2020 15:15, DreamTightrope ,Twitter, #Resilience #TightropeWalk ,35,70, Japan ,2020,7,18,15,Other,Resilience,avoiding shard shattered dream walking tightrope resilience,-0.5423,Negative
451,Amazon,"Suffocating in the silence of solitude, where echoes of laughter once thrived. ",isolation,20-05-2022 20:30, EchoedLaughter ,Instagram, #Isolation #SilentSolitude ,30,60, South Africa ,2022,5,20,20,Other,Isolation,suffocating silence solitude echo laughter thrived,0.4939,Positive
452,Overwatch,"Haunted by the specter of lost possibilities, a ghost that refuses to fade away. ",regret,08-11-2019 14:45, PossibilityGhost ,Twitter, #Regret #FadingPossibilities ,18,35, Spain ,2019,11,8,14,Negative,Regret,haunted specter lost possibility ghost refuse fade away,-0.836,Negative
453,Xbox(Xseries),"In the labyrinth of despair, the echoes of a broken heart reverberate endlessly. ",despair,28-03-2017 22:00, EndlessLabyrinth ,Facebook, #Despair #EndlessReverberation ,28,55, Australia ,2017,3,28,22,Negative,Despair,labyrinth despair echo broken heart reverberate endlessly,-0.0516,Negative
454,NBA2K,"Sinking like autumn leaves in the river of sorrow, carried away by the current. ",sorrow,15-09-2020 18:15, RiverOfSorrow ,Instagram, #Sorrow #AutumnLeaves ,22,45, Canada ,2020,9,15,18,Other,Sorrow,sinking like autumn leaf river sorrow carried away current,-0.2263,Negative
455,Dota34,"In the garden of broken dreams, petals fall, a silent testimony to shattered hopes. ",desolation,10-06-2018 13:30, DreamGardener ,Twitter, #Desolation #ShatteredHopes ,20,40, UK ,2018,6,10,13,Other,Desolation,garden broken dream petal fall silent testimony shattered hope,-0.3182,Negative
456,PlayStation5(PS5),"Tears, the currency of grief, spent in the marketplace of lost love and longing. ",grief,22-12-2016 21:45, CurrencyOfTears ,Facebook, #Grief #LostLoveLonging ,25,50, USA ,2016,12,22,21,Negative,Grief,tear currency grief spent marketplace lost love longing,-0.1027,Negative
457,WorldOfCraft,"Wandering in the maze of betrayal, the walls closing in with every wrong turn. ",betrayal,05-01-2021 16:20, MazeWanderer ,Instagram, #Betrayal #ClosingWalls ,15,30, Germany ,2021,1,5,16,Other,Betrayal,wandering maze betrayal wall closing every wrong turn,-0.7845,Negative
458,Google,"A soul weathered by the storm of heartbreak, seeking refuge in the calm after. ",heartbreak,18-04-2019 11:00, StormSeeker ,Twitter, #Heartbreak #CalmAfterStorm ,22,45, Brazil ,2019,4,18,11,Other,Heartbreak,soul weathered storm heartbreak seeking refuge calm,-0.34,Negative
459,Facebook,"In the tapestry of despair, threads of hope unravel, leaving a portrait of sorrow. ",despair,28-08-2017 19:30, TapestrySorrow ,Facebook, #Despair #UnraveledHope ,18,35, India ,2017,8,28,19,Negative,Despair,tapestry despair thread hope unravel leaving portrait sorrow,-0.4215,Negative
460,Microsoft,"Like a withered rose in the garden of love, petals fall, a silent surrender to time. ",loss,10-02-2023 14:30, WitheredRose ,Instagram, #Loss #SilentSurrender ,28,55, France ,2023,2,10,14,Other,Loss,like withered rose garden love petal fall silent surrender time,0.7717,Positive
461,ApexLegends,"In the void of heartache, echoes of a love song play, each note a pang of longing. ",heartache,10-07-2022 22:15, LoveSongEcho ,Instagram, #Heartache #LoveSongLonging ,30,60, Japan ,2022,7,10,22,Other,Heartache,void heartache echo love song play note pang longing,0.7579,Positive
462,FIFA,"Nostalgia, a bittersweet dance in the moonlit ballroom of cherished memories. ",nostalgia,15-05-2019 21:30, MoonlitMemories ,Twitter, #Nostalgia #CherishedMemories ,18,35, Italy ,2019,5,15,21,Other,Nostalgia,nostalgia bittersweet dance moonlit ballroom cherished memory,0.4588,Positive
463,Borderlands,"In the symphony of grief, each tear is a note, composing a melancholic melody. ",grief,28-11-2018 14:00, SymphonyOfTears ,Facebook, #Grief #MelancholicMelody ,22,45, Germany ,2018,11,28,14,Negative,Grief,symphony grief tear note composing melancholic melody,-0.5423,Negative
464,CallOfDutyBlackopsColdWar,"Betrayal, a venomous serpent slithering through the garden of trust, poisoning roots. ",betrayal,02-03-2021 17:45, VenomousGarden ,Instagram, #Betrayal #PoisonedTrust ,25,50, Canada ,2021,3,2,17,Other,Betrayal,betrayal venomous serpent slithering garden trust poisoning root,-0.6486,Negative
465,Amazon,"Sinking in the quicksand of despair, the harder you fight, the deeper you descend. ",despair,18-10-2016 19:30, QuicksandFighter ,Twitter, #Despair #DeepDescent ,20,40, USA ,2016,10,18,19,Negative,Despair,sinking quicksand despair harder fight deeper descend,-0.5994,Negative
466,Overwatch,"Wandering through the cemetery of lost dreams, tombstones marking untold sorrows. ",desolation,15-08-2020 12:30, DreamCemetery ,Facebook, #Desolation #UntoldSorrows ,28,55, France ,2020,8,15,12,Other,Desolation,wandering cemetery lost dream tombstone marking untold sorrow,-0.5719,Negative
467,Xbox(Xseries),"Swept away by the river of regret, the currents of the past refusing to release. ",regret,28-04-2017 16:20, RegretRiver ,Instagram, #Regret #PastCurrents ,18,35, UK ,2017,4,28,16,Negative,Regret,swept away river regret current past refusing release,-0.6705,Negative
468,NBA2K,"Whispers of lost love linger in the attic of the heart, forgotten but not erased. ",loss,10-09-2019 21:00, HeartAttic ,Twitter, #Loss #ForgottenLove ,22,45, Australia ,2019,9,10,21,Other,Loss,whisper lost love linger attic heart forgotten erased,0.7351,Positive
469,Dota35,"In the gallery of broken promises, each shattered vow framed, a painful exhibition. ",betrayal,28-01-2022 13:45, PromiseGallery ,Facebook, #Betrayal #ShatteredVows ,15,30, Brazil ,2022,1,28,13,Other,Betrayal,gallery broken promise shattered vow framed painful exhibition,-0.7783,Negative
470,PlayStation5(PS5),"The echoes of solitude, a silent conversation between a soul and its shadows. ",solitude,15-06-2016 22:30, EchoedConversation ,Instagram, #Solitude #ShadowConversation ,30,60, Spain ,2016,6,15,22,Other,Solitude,echo solitude silent conversation soul shadow,0.0,Neutral
471,WorldOfCraft,"Dancing on sunshine, each step a celebration of the joy found in simple moments. ",joy,20-08-2021 15:45, SunshineDancer ,Instagram, #Joy #SimpleMoments ,40,80, USA ,2021,8,20,15,Positive,Joy,dancing sunshine step celebration joy found simple moment,0.7906,Positive
472,Google,"Laughter echoes in the air, a chorus of happiness that lifts the spirit higher. ",happiness,12-04-2018 18:30, EchoedLaughter ,Twitter, #Happiness #SpiritLifter ,35,70, Canada ,2018,4,12,18,Positive,Happiness,laughter echo air chorus happiness lift spirit higher,0.8176,Positive
473,Facebook,"In the garden of contentment, each bloom whispers tales of inner peace and joy. ",contentment,15-02-2022 12:20, GardenOfJoy ,Facebook, #Contentment #InnerPeace ,25,50, UK ,2022,2,15,12,Positive,Contentment,garden contentment bloom whisper tale inner peace joy,0.8689,Positive
474,Microsoft,"Chasing dreams under the vibrant sky, a journey fueled by hope and enthusiasm. ",enthusiasm,28-10-2019 14:15, DreamChaser ,Instagram, #Enthusiasm #HopefulJourney ,30,60, Australia ,2019,10,28,14,Other,Enthusiasm,chasing dream vibrant sky journey fueled hope enthusiasm,0.8807,Positive
475,ApexLegends,"Serenading the stars with a heart full of gratitude, a melody of thankfulness. ",gratitude,22-12-2017 21:00, StarSerenader ,Twitter, #Gratitude #ThankfulMelody ,22,45, India ,2017,12,22,21,Positive,Gratitude,serenading star heart full gratitude melody thankfulness,0.891,Positive
476,FIFA,"Basking in the glow of accomplishment, each milestone a stepping stone to happiness. ",accomplishment,10-06-2020 17:30, GlowAchiever ,Facebook, #Accomplishment #HappinessMilestone ,28,55, Germany ,2020,6,10,17,Other,Accomplishment,basking glow accomplishment milestone stepping stone happiness,0.5574,Positive
477,Borderlands,"In the dance of positivity, every step is a rhythm, uplifting the soul in harmony. ",positivity,18-09-2016 19:45, DanceHarmony ,Instagram, #Positivity #SoulUpliftment ,18,35, France ,2016,9,18,19,Other,Positivity,dance positivity every step rhythm uplifting soul harmony,0.7184,Positive
478,CallOfDutyBlackopsColdWar,"Overflowing with joy, a cup of laughter shared with friends, a moment cherished. ",joy,10-03-2023 14:30, LaughterCup ,Twitter, #Joy #CherishedMoment ,20,40, Japan ,2023,3,10,14,Positive,Joy,overflowing joy cup laughter shared friend moment cherished,0.9423,Positive
479,Amazon,"Draped in the warmth of kindness, a quilt of compassion stitched with love. ",kindness,05-05-2019 12:15, QuiltedCompassion ,Facebook, #Kindness #LoveStitches ,25,50, Brazil ,2019,5,5,12,Other,Kindness,draped warmth kindness quilt compassion stitched love,0.9217,Positive
480,Overwatch,"In the garden of friendships, each bloom a testament to the beauty of camaraderie. ",friendship,28-08-2018 16:00, FriendshipGarden ,Instagram, #Friendship #CamaraderieBlooms ,30,60, South Africa ,2018,8,28,16,Other,Friendship,garden friendship bloom testament beauty camaraderie,0.7717,Positive
481,Xbox(Xseries),"In the embrace of love, each heartbeat is a melody, dancing to the rhythm of affection. ",love,15-11-2022 20:45, MelodyOfLove ,Twitter, #Love #RhythmOfAffection ,35,70, USA ,2022,11,15,20,Positive,Love,embrace love heartbeat melody dancing rhythm affection,0.872,Positive
482,NBA2K,"Surrounded by the colors of joy, a canvas painted with laughter and endless smiles. ",joy,02-07-2019 17:00, ColorfulLaughter ,Instagram, #Joy #EndlessSmiles ,40,80, Canada ,2019,7,2,17,Positive,Joy,surrounded color joy canvas painted laughter endless smile,0.8591,Positive
483,Dota36,"In the symphony of excitement, each note is a burst of energy, igniting the soul with fervor. ",excitement,18-04-2021 14:20, SymphonyFervor ,Facebook, #Excitement #IgnitedSoul ,30,60, UK ,2021,4,18,14,Positive,Excitement,symphony excitement note burst energy igniting soul fervor,0.6486,Positive
484,PlayStation5(PS5),"A surprise gift, wrapped in anticipation, unfolds a moment of delight and wonder. ",surprise,05-02-2023 19:30, WrappedDelight ,Twitter, #Surprise #WonderfulMoment ,25,50, Australia ,2023,2,5,19,Neutral,Surprise,surprise gift wrapped anticipation unfolds moment delight wonder,0.8519,Positive
485,WorldOfCraft,"Lost in the maze of curiosity, each twist and turn unveils the treasures of discovery. ",curiosity,22-09-2018 12:45, MazeDiscovery ,Instagram, #Curiosity #TreasuresOfDiscovery ,22,45, India ,2018,9,22,12,Neutral,Curiosity,lost maze curiosity twist turn unveils treasure discovery,-0.0258,Neutral
486,Google,"Floating on clouds of gratitude, each raindrop a blessing, a shower of thankfulness. ",gratitude,10-12-2016 21:15, CloudsOfBlessings ,Facebook, #Gratitude #ShowerOfThankfulness ,28,55, Germany ,2016,12,10,21,Positive,Gratitude,floating cloud gratitude raindrop blessing shower thankfulness,0.8625,Positive
487,Facebook,"Like a comet of inspiration, streaking through the sky of creativity, leaving trails of brilliance. ",inspiration,28-05-2020 16:00, CometCreativity ,Twitter, #Inspiration #BrilliantTrails ,18,35, France ,2020,5,28,16,Other,Inspiration,like comet inspiration streaking sky creativity leaving trail brilliance,0.9081,Positive
488,Microsoft,"In the celebration of success, fireworks of accomplishment light up the night sky of triumph. ",success,15-11-2017 22:30, FireworksTriumph ,Instagram, #Success #NightSkyTriumph ,22,45, Japan ,2017,11,15,22,Other,Success,celebration success firework accomplishment light night sky triumph,0.7783,Positive
489,ApexLegends,"A symphony of laughter, each note a key to unlocking the door of boundless happiness. ",happiness,02-08-2021 19:00, LaughterSymphony ,Facebook, #Happiness #BoundlessLaughter ,30,60, Brazil ,2021,8,2,19,Positive,Happiness,symphony laughter note key unlocking door boundless happiness,0.7783,Positive
490,FIFA,"In the carnival of emotions, the rollercoaster of thrill sends the heart on a wild ride. ",thrill,28-03-2019 15:30, EmotionCarnival ,Instagram, #Thrill #WildHeartRide ,35,70, South Africa ,2019,3,28,15,Other,Thrill,carnival emotion rollercoaster thrill sends heart wild ride,0.7717,Positive
491,Borderlands,"Standing before the grandeur of the Eiffel Tower, a moment to reflect on the beauty of Parisian dreams. ",reflection,12-05-2018 17:30, ParisDreamer ,Twitter, #Reflection #ParisianDreams ,28,55, France ,2018,5,12,17,Other,Reflection,standing grandeur eiffel tower moment reflect beauty parisian dream,0.8481,Positive
492,CallOfDutyBlackopsColdWar,"Lost in the enchantment of Disneyland, each ride a journey into the realm of childhood fantasies. ",enchantment,28-09-2022 15:45, DisneylandExplorer ,Instagram, #Enchantment #ChildhoodFantasies ,30,60, USA ,2022,9,28,15,Other,Enchantment,lost enchantment disneyland ride journey realm childhood fantasy,-0.3182,Negative
493,Amazon,"Exploring the wonders of Ferrari World, the roar of engines creating a symphony of speed. ",excitement,10-11-2019 14:00, FerrariSpeedster ,Facebook, #Excitement #SymphonyOfSpeed ,22,45, Italy ,2019,11,10,14,Positive,Excitement,exploring wonder ferrari world roar engine creating symphony speed,0.296,Positive
494,Overwatch,"Amidst the tulip fields of Keukenhof, a tapestry of colors that paints the soul with springtime joy. ",joy,02-04-2021 18:20, KeukenhofAdventurer ,Instagram, #Joy #SpringtimeColors ,35,70, Netherlands ,2021,4,2,18,Positive,Joy,amidst tulip field keukenhof tapestry color paint soul springtime joy,0.5859,Positive
495,Xbox(Xseries),"Wandering through the historical streets of Kyoto, each step a journey into the heart of Japan's traditions. ",exploration,22-08-2017 21:30, KyotoAdventurer ,Twitter, #Exploration #JapaneseTraditions ,18,35, Japan ,2017,8,22,21,Other,Exploration,wandering historical street kyoto step journey heart japan tradition,0.6369,Positive
496,NBA2K,"In the embrace of the Grand Canyon, nature's masterpiece, a moment to marvel at Earth's grandeur. ",awe,15-06-2020 16:45, CanyonMarveler ,Instagram, #Awe #EarthsGrandeur ,25,50, USA ,2020,6,15,16,Other,Awe,embrace grand canyon nature masterpiece moment marvel earth grandeur,0.9393,Positive
497,Dota37,"Journeying through the serenity of Santorini, where each sunset paints the sky with hues of tranquility. ",serenity,10-09-2016 19:15, SantoriniTraveler ,Facebook, #Serenity #SunsetHues ,22,45, Greece ,2016,9,10,19,Positive,Serenity,journeying serenity santorini sunset paint sky hue tranquility,0.4215,Positive
498,PlayStation5(PS5),"Amazed by the architectural marvels of Petra, each stone telling tales of an ancient civilization. ",amazement,28-01-2023 13:00, PetraExplorer ,Twitter, #Amazement #AncientTales ,30,60, Jordan ,2023,1,28,13,Other,Amazement,amazed architectural marvel petra stone telling tale ancient civilization,0.7184,Positive
499,WorldOfCraft,"Embarking on a gondola ride in Venice, each canal reflecting the romance of this timeless city. ",romance,18-04-2019 16:30, VeniceRomantic ,Instagram, #Romance #TimelessCity ,20,40, Italy ,2019,4,18,16,Other,Romance,embarking gondola ride venice canal reflecting romance timeless city,0.5574,Positive
